Account_name,Degree,betweenness,closeness,id,name,ml_target,Degree_betweenness_closeness,Centrality_std
20854,0.013873047,0.002872581,0.40362955,20854,kenwheeler,0,0.420375178,2.552909317
16726,0.00705589,0.001796624,0.410583981,16726,josemalcher,0,0.419436496,2.530353455
29886,0.007798615,0.001694463,0.409718298,29886,hfpp2012,0,0.419211376,2.524944002
22642,0.026234118,0.00587405,0.386153421,22642,phodal,0,0.418261588,2.502121286
23204,0.007480305,0.001697231,0.408705551,23204,LendisFabri,0,0.417883086,2.493026167
29982,0.012971166,0.001086074,0.403439493,29982,dead-horse,0,0.417496734,2.483742398
16390,0.007427253,0.001860241,0.40811709,16390,krishaamer,0,0.417404585,2.481528116
24207,0.007029364,0.001308916,0.408967141,24207,netspencer,0,0.417305421,2.479145294
5300,0.010928672,0.001647616,0.404109809,5300,XadillaX,0,0.416686097,2.464263388
32753,0.009151436,0.001759742,0.405465868,32753,petk,0,0.416377046,2.456837124
11271,0.006260113,0.001156335,0.408152439,11271,ParinVachhani,0,0.415568887,2.437417637
2431,0.010955198,0.001409923,0.403176301,2431,maccman,0,0.415541421,2.436757659
6134,0.008408711,0.000984327,0.406086067,6134,indexzero,0,0.415479105,2.435260251
11814,0.008461763,0.003234253,0.403543139,11814,peter279k,0,0.415239154,2.429494406
7339,0.006100958,0.001136143,0.407195783,7339,simsketch,0,0.414432884,2.410120313
36528,0.005225603,0.000899385,0.408271784,36528,rayyee,0,0.414396772,2.409252569
26649,0.007294623,0.002157099,0.404908437,26649,WillemJan,1,0.414360159,2.408372793
24718,0.00763946,0.002176154,0.403936611,24718,radovankavicky,0,0.413752225,2.39376458
6165,0.005596965,0.00085175,0.407261767,6165,rhiokim,0,0.413710482,2.39276154
32710,0.003050479,0.000480236,0.409963352,32710,hnq90,0,0.413494068,2.38756125
17675,0.006233587,0.000570684,0.406624817,17675,dshaw,0,0.413429088,2.385999841
36289,0.015623757,0.002206247,0.39519257,36289,Trinea,0,0.413022573,2.376231585
22782,0.007851667,0.002278583,0.402891922,22782,sonnylazuardi,0,0.413022172,2.376221944
10403,0.00660495,0.001002869,0.405134708,10403,terkelg,0,0.412742527,2.369502269
21754,0.008594392,0.001152468,0.402922064,21754,hemanth,0,0.412668924,2.367733653
22666,0.016843948,0.002500586,0.3931689,22666,mafintosh,0,0.412513435,2.363997358
1295,0.006260113,0.000551674,0.405487674,1295,jprichardson,0,0.412299461,2.358855727
1483,0.006445794,0.001326684,0.404382897,1483,aligoren,0,0.412155376,2.355393475
18996,0.003925834,0.00072443,0.407495082,18996,anweshknayak,0,0.412145345,2.35515244
34536,0.014032202,0.003500806,0.394386383,34536,DIYgod,0,0.411919392,2.349722934
24347,0.004297196,0.000920546,0.406690616,24347,ibmcuijunluke,0,0.411908358,2.349457806
11573,0.010610361,0.00205089,0.399083249,11573,soffes,0,0.4117445,2.34552042
10568,0.01307727,0.002797002,0.395756787,10568,mcollina,0,0.411631059,2.342794518
10840,0.004880766,0.000888939,0.405679666,10840,cheeaun,0,0.411449371,2.33842869
1095,0.00660495,0.001291558,0.403512903,1095,ahmadawais,0,0.41140941,2.337468462
27450,0.015172816,0.005136511,0.390967073,27450,donnemartin,0,0.4112764,2.334272318
19153,0.004005411,0.000657612,0.405078117,19153,brenopolanski,0,0.40974114,2.297381132
33296,0.004668559,0.000534971,0.404478349,33296,Planeshifter,0,0.409681879,2.295957131
6631,0.016260378,0.002563898,0.39059845,6631,mxstbr,0,0.409422727,2.289729901
30199,0.017692777,0.002655333,0.38890207,30199,remy,0,0.40925018,2.285583733
8518,0.00381973,0.000365963,0.405052003,8518,mamadoo,0,0.409237696,2.285283738
15525,0.003554471,0.000851278,0.404656355,15525,mohamedebrahim96,0,0.409062104,2.281064406
32714,0.004933818,0.000542888,0.403353163,32714,martindale,0,0.408829868,2.275483947
5547,0.005119499,0.000979913,0.402573549,5547,ravidsrk,0,0.408672962,2.271713594
33952,0.004933818,0.000411021,0.403297068,33952,imbhargav5,0,0.408641907,2.270967367
27233,0.005331706,0.000752487,0.402534862,27233,timelyportfolio,0,0.408619056,2.270418276
15940,0.004111515,0.000311371,0.404148799,15940,plrthink,0,0.408571685,2.269279988
22359,0.0080904,0.000917368,0.399429976,22359,jaydson,0,0.408437744,2.266061496
23458,0.003634049,0.000502124,0.404170464,23458,ahmgeek,0,0.408306636,2.262911064
28671,0.003183108,0.000181345,0.404864952,28671,ahmdrefat,0,0.408229405,2.261055259
8635,0.014430091,0.001542351,0.392211738,8635,afc163,0,0.40818418,2.259968525
25256,0.00336879,0.000418251,0.404226802,25256,danjesus,0,0.408013843,2.255875455
30373,0.003527945,0.00108093,0.403370426,30373,lykmapipo,0,0.407979301,2.255045432
30809,0.010212472,0.000949753,0.396814871,30809,cowboy,0,0.407977097,2.254992472
31217,0.004376774,0.000557944,0.402952211,31217,allengaller,0,0.407886929,2.252825814
25210,0.005517388,0.001067657,0.401266631,25210,sasha240100,0,0.407851676,2.251978708
32415,0.006711053,0.000425214,0.400703642,32415,jonathanong,0,0.407839909,2.251695944
35828,0.008488289,0.001053833,0.398269542,35828,contra,0,0.407811663,2.25101723
29052,0.005968328,0.001107688,0.400482291,29052,c9s,0,0.407558307,2.244929263
34774,0.004535929,0.000680787,0.40234154,34774,geekplux,0,0.407558256,2.244928041
18701,0.004668559,0.000868608,0.402011176,18701,Natshah,0,0.407548342,2.244689809
13058,0.00498687,0.001001302,0.401373436,13058,NghiaTranUIT,0,0.407361607,2.240202713
27363,0.006843683,0.00082697,0.3994977,27363,Justineo,0,0.407168353,2.235558945
29912,0.005703069,0.000603172,0.400605706,29912,timoxley,0,0.406911948,2.229397713
21376,0.006180535,0.001137376,0.399569683,21376,JohnyXu,0,0.406887594,2.228812523
21864,0.007931245,0.000586881,0.398252712,21864,passy,0,0.406770838,2.226006949
9553,0.008063874,0.001257906,0.397404678,9553,avelino,0,0.406726459,2.224940558
10830,0.01514629,0.001743699,0.389822972,10830,mikeal,0,0.406712961,2.224616216
33837,0.004244144,0.000793618,0.401655675,33837,kapit4n,0,0.406693437,2.224147064
33988,0.008700496,0.000906359,0.397007098,33988,luin,0,0.406613953,2.222237124
144,0.00206902,0.000186448,0.404287491,144,smamran,0,0.406542959,2.220531198
23576,0.008196504,0.001136366,0.397094916,23576,jaywcjlove,0,0.406427785,2.217763644
20974,0.004827714,0.000697261,0.400746237,20974,felladrin,0,0.406271212,2.214001306
22452,0.006870209,0.000523072,0.398821488,22452,island205,0,0.406214769,2.212645011
14954,0.019337383,0.00823177,0.378599046,14954,rasbt,1,0.406168199,2.211525981
33128,0.009443221,0.002277066,0.394374006,33128,rwieruch,0,0.406094294,2.209750095
25424,0.004350248,0.000683846,0.401010531,25424,leeight,0,0.406044625,2.208556576
34689,0.003289212,0.000343514,0.40238878,34689,skyvow,0,0.406021505,2.208001041
1089,0.005119499,0.000770766,0.400087024,1089,iam-peekay,1,0.405977289,2.206938563
30670,0.004429826,0.000715662,0.40078032,30670,mishin,0,0.405925807,2.205701478
35114,0.002254702,0.000298982,0.403370426,35114,shovon,0,0.405924109,2.205660685
33410,0.008488289,0.00125829,0.396085271,33410,mrmrs,0,0.40583185,2.203443761
3236,0.002307754,0.000158975,0.403331586,3236,marcoroganovic,0,0.405798314,2.202637921
31170,0.008063874,0.001517203,0.396097756,31170,avinashdvv,0,0.405678833,2.199766872
16105,0.003554471,0.000432738,0.401591495,16105,amorist,0,0.405578704,2.197360843
14003,0.004429826,0.000933777,0.400150724,14003,amiryeg,1,0.405514327,2.195813915
10332,0.002519961,0.000217014,0.402332953,10332,eiriklv,0,0.405069928,2.185135318
3637,0.002997427,0.000338994,0.401587217,3637,s4kibs4mi,0,0.404923638,2.181620088
37690,0.005703069,0.000754861,0.398378967,37690,tbranyen,0,0.404836896,2.179535751
3157,0.002440383,0.000183879,0.402169855,3157,hegdeashwin,0,0.404794117,2.178507787
35876,0.012440648,0.002153302,0.390137638,35876,stormzhang,0,0.404731589,2.177005295
35388,0.008355659,0.000859106,0.395403963,35388,camsong,0,0.404618728,2.174293313
25102,0.00543781,0.00066603,0.398488452,25102,jnunemaker,1,0.404592292,2.173658097
24568,0.002838272,0.000326074,0.401352071,24568,arvindarvee,0,0.404516416,2.171834836
6528,0.002944375,0.000330919,0.401181228,6528,andru255,0,0.404456523,2.170395647
36581,0.002573013,0.000240921,0.401587217,36581,RobertoAlbino,0,0.40440115,2.169065088
29813,0.002334279,0.00023015,0.401732718,29813,PavelDemyanenko,0,0.404297148,2.166565987
848,0.006339691,0.000364959,0.397505246,848,popomore,0,0.404209896,2.164469377
22062,0.002732168,0.000382098,0.400967879,22062,AllenFang,0,0.404082145,2.161399622
26958,0.005650017,0.000449551,0.397811451,26958,mubassirhayat,0,0.40391102,2.157287613
23838,0.01527892,0.002770882,0.385845146,23838,ai,0,0.403894948,2.156901407
29584,0.002175124,0.000509144,0.401019062,29584,surajit-techie,1,0.403703331,2.152296991
3491,0.007692512,0.001446893,0.394547357,3491,oldratlee,0,0.403686762,2.151898861
5323,0.011697923,0.002309191,0.389649719,5323,geeeeeeeeek,0,0.403656833,2.151179696
4235,0.003421841,0.000351516,0.399862113,4235,hgfischer,0,0.403635471,2.15066637
3508,0.00336879,0.000467986,0.399794265,3508,MakChan,0,0.403631041,2.150559925
13656,0.005543914,0.000449472,0.397618445,13656,HenrikJoreteg,0,0.40361183,2.150098311
14712,0.003103531,0.00024981,0.400210196,14712,huruji,0,0.403563536,2.148937829
15757,0.00336879,0.000393347,0.399675586,15757,lonjoy,0,0.403437723,2.145914638
23793,0.002440383,0.000206646,0.400776059,23793,adiloztaser,0,0.403423088,2.145562963
28755,0.002626064,0.000264143,0.400269685,28755,cp,0,0.403159893,2.139238572
17429,0.003527945,0.000343573,0.399163534,17429,connor,0,0.403035053,2.13623876
7491,0.003952359,0.000550407,0.398509514,7491,ryanpcmcquen,0,0.40301228,2.135691562
24499,0.004111515,0.000454403,0.398446335,24499,dexteryy,0,0.403012253,2.135690914
15750,0.008302607,0.001150603,0.393402763,15750,azer,0,0.402855973,2.131935618
15669,0.004164567,0.000591152,0.397908025,15669,rgbkrk,0,0.402663743,2.127316466
37107,0.009522799,0.001692313,0.39133233,37107,suissa,0,0.402547442,2.124521826
14400,0.009655429,0.001276524,0.391600619,14400,Huxpro,0,0.402532572,2.124164516
27565,0.002626064,0.000225077,0.399565448,27565,moimikey,0,0.402416589,2.121377541
9075,0.003050479,0.00056429,0.398800394,9075,rememberlenny,0,0.402415162,2.12134324
1923,0.005411284,0.001116584,0.395848209,1923,rdegges,0,0.402376077,2.120404062
15646,0.002970901,0.000375473,0.399019888,15646,juanpicado,0,0.402366262,2.120168216
13294,0.002573013,0.000279683,0.39945537,13294,farskid,0,0.402308066,2.118769801
20963,0.002148598,0.000210095,0.399908772,20963,aytacozkan,0,0.402267465,2.117794189
10402,0.003342264,0.000361952,0.398467392,10402,jlevy,0,0.402171608,2.115490818
16496,0.005119499,0.00060416,0.396401796,16496,jiji262,0,0.402125455,2.114381792
16703,0.00220165,9.19E-05,0.399811225,16703,genediazjr,0,0.402104807,2.113885641
33804,0.002997427,0.000428251,0.398652793,33804,bluemix,0,0.402078471,2.113252791
11969,0.001485451,0.000178186,0.400350449,11969,rbecheras,0,0.402014086,2.111705669
13978,0.001962917,0.000296537,0.399734917,13978,habedi,0,0.40199437,2.111231926
6751,0.002148598,0.000311768,0.399523103,6751,nabilov,0,0.401983469,2.110969974
21309,0.003554471,0.000862789,0.397534587,21309,manashmndl,0,0.401951848,2.110210141
2483,0.002493435,0.00063919,0.398787738,2483,PW486,0,0.401920363,2.109453585
31518,0.007586408,0.000623224,0.393641015,31518,guo-yu,0,0.401850647,2.107778365
24839,0.002254702,0.000320069,0.399214258,24839,jmanuelrosa,0,0.401789028,2.106297699
19651,0.002360805,0.00015452,0.39921003,19651,aranajhonny,0,0.401725356,2.104767703
24049,0.003899308,0.000392898,0.397392111,24049,dwqs,0,0.401684317,2.103781566
119,0.003580997,0.000536177,0.397555549,119,denysdovhan,0,0.401672723,2.103502966
19819,0.001909865,0.000119396,0.399637455,19819,cottom,0,0.401666715,2.103358613
494,0.009867636,0.001571784,0.390149751,494,chokcoco,0,0.401589171,2.10149529
8054,0.00705589,0.001421392,0.393054122,8054,biezhi,0,0.401531404,2.100107186
25706,0.002095546,0.000254927,0.399176214,25706,endel,0,0.401526687,2.099993836
15906,0.004376774,0.000786468,0.396326784,15906,thejeshgn,0,0.401490025,2.099112886
28822,0.002758694,0.000534323,0.398147561,28822,leanfj,0,0.401440579,2.097924718
10071,0.002254702,0.000115627,0.39896077,10071,DylanPiercey,0,0.401331098,2.095293977
36909,0.001565028,0.00016434,0.399590859,36909,samundrak,0,0.401320228,2.095032766
3352,0.001962917,0.000252261,0.399100148,3352,darul75,0,0.401315326,2.094914991
10528,0.003448367,0.0003929,0.397459146,10528,stone-jin,0,0.401300413,2.094556637
3160,0.002281228,0.000127202,0.398889006,3160,tejasmanohar,0,0.401297436,2.094485107
9677,0.003872782,0.00039329,0.396969474,9677,song940,0,0.401235546,2.092997925
16392,0.002281228,0.000302973,0.398627501,16392,applefreak,0,0.401211702,2.092424971
18187,0.001697658,0.000114473,0.399383429,18187,hql287,0,0.40119556,2.092037094
30706,0.002599538,0.000284693,0.398231678,30706,dreamineering,0,0.401115909,2.090123136
18638,0.012095812,0.002397013,0.386585041,18638,bailicangdu,0,0.401077865,2.08920898
31176,0.003501419,0.000336177,0.397174403,31176,hugocarreira,0,0.401011999,2.08762627
32845,0.001299769,0.000155403,0.399391891,32845,musale,0,0.400847063,2.083662972
7317,0.005782647,0.001303783,0.393760249,7317,julianduque,0,0.400846679,2.08365374
20442,0.002599538,0.000365433,0.397874429,20442,ivolivares,0,0.4008394,2.083478834
11648,0.003342264,0.000166456,0.397295788,11648,jonrohan,0,0.400804507,2.082640389
14212,0.003050479,0.000208834,0.397534587,14212,pazguille,0,0.4007939,2.082385497
9006,0.00265259,0.000103597,0.398034061,9006,kgryte,0,0.400790248,2.082297746
28118,0.009018807,0.001440057,0.390315367,28118,felipefialho,0,0.40077423,2.081912847
36055,0.00265259,0.000135814,0.397945827,36055,shea256,0,0.400734231,2.080951699
4333,0.007082416,0.00247966,0.391121209,4333,gaocegege,0,0.400683285,2.079727513
10347,0.002758694,0.000296105,0.397618445,10347,juzhiyuan,0,0.400673243,2.07948621
25179,0.002705642,0.000333199,0.397580705,25179,AbhiAgarwal,0,0.400619546,2.078195901
26280,0.000875355,4.36E-05,0.399679824,26280,chaitanyaphalak,0,0.40059881,2.077697632
1464,0.003607523,0.000518332,0.396422638,1464,ryanseys,0,0.400548493,2.076488547
31725,0.003554471,0.000915798,0.395968784,31725,EzimetYusup,0,0.400439053,2.073858789
9666,0.003023953,0.000833341,0.396556077,9666,HenryLansang,0,0.400413371,2.073241658
11928,0.00103451,6.43E-05,0.399303055,11928,VEINHORN,0,0.400401823,2.07296417
18850,0.007825141,0.001016481,0.391523347,18850,hustcc,0,0.400364969,2.072078591
24609,0.002254702,0.000278921,0.397807254,24609,billgo,0,0.400340877,2.07149968
15554,0.004562455,0.001106288,0.394658878,15554,summerblue,0,0.400327621,2.071181154
31197,0.002705642,0.000260081,0.397337662,31197,cain2,0,0.400303385,2.070598778
6756,0.001140614,6.98E-05,0.399079024,6756,afronski,0,0.400289451,2.070263969
27048,0.007029364,0.000700656,0.392558885,27048,airen,0,0.400288905,2.070250846
18084,0.003793204,0.0004753,0.395881463,18084,raisiqueira,0,0.400149968,2.066912276
33069,0.00557044,0.000493341,0.393978346,33069,caiogondim,0,0.400042127,2.064320945
14558,0.002997427,0.000371664,0.396589451,14558,callmecavs,0,0.399958542,2.062312459
19224,0.00278522,0.000492763,0.396556077,19224,kcnickerson,0,0.39983406,2.059321247
1343,0.003050479,0.000235544,0.396518538,1343,lucasfcosta,0,0.399804561,2.058612411
14586,0.001485451,0.000121004,0.398147561,14586,HamzaAnis,0,0.399754016,2.057397845
2410,0.002307754,0.000400768,0.396986195,2410,Mehedi61,0,0.399694716,2.055972904
26190,0.002838272,0.000393978,0.396418469,26190,mhnpd,0,0.399650719,2.054915698
7267,0.005543914,0.00051813,0.393587589,7267,afonsopacifer,0,0.399649632,2.054889579
5361,0.002387331,0.000412656,0.396777283,5361,nucliweb,0,0.399577271,2.053150788
21411,0.005331706,0.000746781,0.393365819,21411,nikgraf,0,0.399444307,2.049955757
28961,0.003634049,0.000191771,0.395607279,28961,SBoudrias,0,0.399433098,2.049686435
9240,0.001405873,5.64E-05,0.397849235,9240,LeoCp,0,0.399311558,2.046765911
15321,0.002679116,0.00019331,0.396401796,15321,Hongbo-Miao,0,0.399274222,2.04586875
6645,0.006764105,0.001088449,0.391409527,6645,amatsuda,0,0.399262081,2.045577009
19675,0.003103531,0.000381245,0.395744323,19675,arthuralvim,0,0.3992291,2.044784489
28419,0.00381973,0.000533245,0.394865564,28419,mrprompt,0,0.399218539,2.044530717
25469,0.002493435,0.000224741,0.396410132,25469,luoyjx,0,0.399128308,2.042362553
22832,0.013740418,0.002973074,0.382404853,22832,daneden,0,0.399118344,2.042123117
27067,0.002758694,0.000263378,0.396076948,27067,deepak1556,0,0.39909902,2.041658763
3889,0.001591554,0.000106619,0.397371167,3889,lqs469,0,0.39906934,2.040945586
22825,0.002838272,0.000210902,0.396006219,22825,ibolmo,0,0.399055392,2.040610421
14593,0.00278522,0.00014416,0.396060304,14593,Pana,0,0.398989684,2.039031497
22797,0.00336879,0.000353087,0.395258865,22797,luojiyin1987,0,0.398980741,2.038816617
10827,0.003183108,0.00029627,0.395474477,10827,kmanley,0,0.398953855,2.03817057
10856,0.000716199,2.53E-05,0.398189615,10856,marcusmonteiro,0,0.39893113,2.037624504
33643,0.014164832,0.002369212,0.382389337,33643,mjackson,0,0.398923382,2.03743831
16686,0.002042494,0.000222817,0.396643695,16686,gokulkrishh,0,0.398909007,2.037092891
24730,0.001061036,3.54E-05,0.397811451,24730,jurassix,0,0.39890789,2.037066052
36977,0.001220192,6.71E-05,0.397563934,36977,ezavile,0,0.398851265,2.035705389
3922,0.018143717,0.003601103,0.377103131,3922,onevcat,0,0.398847951,2.035625763
26585,0.002546487,0.000357535,0.395935514,26585,amilajack,0,0.398839536,2.035423559
9008,0.009310592,0.000833061,0.388677533,9008,rwaldron,0,0.398821187,2.03498264
20363,0.010742991,0.000829158,0.387216385,20363,atian25,0,0.398788533,2.034197998
4067,0.002758694,0.000221832,0.395802492,4067,rebornix,0,0.398783018,2.03406548
5210,0.005411284,0.001222285,0.392097517,5210,dongweiming,0,0.398731086,2.032817591
26156,0.002466909,0.000222073,0.396031179,26156,JacopKane,0,0.398720161,2.032555062
29715,0.003527945,0.000628355,0.394489557,29715,posquit0,0,0.398645857,2.030769599
24133,0.002493435,0.000258345,0.395877306,24133,dotcypress,0,0.398629086,2.030366601
22170,0.002679116,0.000207254,0.395740169,22170,mauricionobrega,0,0.398626539,2.030305403
31126,0.012971166,0.001474993,0.384111426,31126,alsotang,0,0.398557585,2.02864848
21435,0.001644606,0.000125154,0.396777283,21435,szy0syz,0,0.398547043,2.028395159
9532,0.005623491,0.000467003,0.392452634,9532,joao-alberto,0,0.398543128,2.028301088
24721,0.002466909,0.000252695,0.395781716,24721,surjikal,0,0.39850132,2.027296467
6981,0.003023953,0.000204921,0.395200855,6981,federicobucchi,0,0.39842973,2.025576217
13994,0.002811746,0.000252362,0.395267153,13994,amaurycatelan,0,0.398331261,2.023210078
30339,0.001936391,0.000115593,0.396172681,30339,kevinho,0,0.398224665,2.020648666
31365,0.006180535,0.000616823,0.391340454,31365,lelandrichardson,0,0.398137813,2.018561668
20922,0.002360805,0.000347803,0.395387375,20922,MrKiven,0,0.398095983,2.017556535
7343,0.001352821,0.000113684,0.39662283,7343,maddhruv,0,0.398089335,2.017396772
3335,0.001644606,0.00021899,0.396218483,3335,intltechventures,0,0.398082079,2.017222414
16911,0.001485451,0.000118171,0.396426806,16911,franklinjavier,0,0.398030427,2.015981275
27302,0.013766943,0.002451837,0.38172337,27302,ashleygwilliams,0,0.397942151,2.013860045
27834,0.00116714,7.32E-05,0.396643695,27834,iamgbayer,0,0.397884075,2.012464526
27223,0.002015969,0.000366286,0.395482775,27223,joyoyoyoyoyo,0,0.397865029,2.012006862
19841,0.001485451,0.000112433,0.396210155,19841,noahehall,0,0.397808038,2.010637426
6301,0.007533356,0.000743339,0.389504789,6301,lexrus,0,0.397781485,2.009999359
13697,0.002148598,8.42E-05,0.39550352,13697,EvandroLG,0,0.39773628,2.008913122
21979,0.002997427,0.000777695,0.393933061,21979,project-delphi,0,0.397708183,2.008237984
16490,0.001538502,7.19E-05,0.396097756,16490,gedenata,0,0.397708165,2.008237551
11046,0.001246717,6.35E-05,0.396351785,11046,liuyanzhi08,0,0.397662018,2.007128664
30948,0.001379347,0.000189803,0.396076948,30948,jason9263,1,0.397646098,2.006746122
2672,0.002334279,0.000156335,0.39513458,2672,firede,0,0.397625194,2.006243818
23086,0.001061036,7.23E-05,0.396472667,23086,shallwefootball,0,0.397605965,2.005781762
34522,0.001087562,9.20E-05,0.396397628,34522,ArturKlajnerok,0,0.397577174,2.00508992
5673,0.004960344,0.003319171,0.38925142,5673,boxvc,1,0.397530935,2.003978824
18960,0.001565028,0.000197445,0.395740169,18960,kaushik94,0,0.397502643,2.003298994
8549,0.001803761,0.000166757,0.395482775,8549,thinkphp,0,0.397453293,2.002113153
34785,0.002307754,0.000323962,0.394820075,34785,sejas,0,0.39745179,2.002077037
32030,0.002413857,0.000255476,0.394741526,32030,javierbyte,0,0.39741086,2.001093522
22218,0.002095546,0.000212674,0.395018651,22218,mohitmun,0,0.397326872,1.999075351
17899,0.002546487,0.000256653,0.394514326,17899,gustavoquinalha,0,0.397317466,1.99884934
20625,0.001565028,0.000238144,0.395462031,20625,cristianmartinez,0,0.397265204,1.997593518
12085,0.001591554,7.72E-05,0.395594825,12085,jansanchez,0,0.397263577,1.99755441
33569,0.002228176,0.00043228,0.394588654,33569,esbenp,0,0.39724911,1.997206779
16371,0.002122072,0.000189546,0.394927612,16371,dashed,0,0.39723923,1.99696938
17847,0.000928407,7.07E-05,0.396218483,17847,cassiocardoso,0,0.397217609,1.996449832
14879,0.001352821,0.000198524,0.395661255,14879,khzaw,0,0.3972126,1.996329477
26007,0.003527945,0.000249774,0.393427397,26007,ahdinosaur,0,0.397205115,1.996149629
20547,0.001962917,0.000204491,0.395031069,20547,nnnnat,0,0.397198477,1.995990114
4683,0.000981458,6.40E-05,0.396135215,4683,songxin1990,0,0.397180639,1.995561489
19732,0.002891323,0.000262116,0.393994816,19732,bcomnes,0,0.397148255,1.994783326
