,0,1_x,1_y,1
192,rizo,0.0008223029788588556,1.716401455622489e-05,0.32658488833445953
193,XadillaX,0.01092867184805963,0.0016476160037073384,0.40410980930227575
194,sunchao,0.0002652590254383405,7.718564466707857e-06,0.37534598458750673
195,igrigorik,0.02069020398419056,0.004234896359563851,0.40088686608747437
196,ergenekonyigit,0.002015968593331388,0.00020808888408173462,0.39195076052940747
197,halfcrazy,0.0013528210297355367,5.854996084967788e-05,0.3796704735432151
198,belltoy,0.00037136263561367674,8.800774430606849e-07,0.30161854243173397
199,mfikes,0.0012732433221040345,4.807651167464026e-05,0.35543634032282395
200,josephwilk,0.0012467174195602004,3.068263496682432e-05,0.32505302729828073
201,Rajivhost,0.0014589246399108729,0.0003253488541067133,0.36998253086540916
202,cmeiklejohn,0.0018037613729807156,0.00010823135432446122,0.3692143458758545
203,skevy,0.003315737817979257,0.00021400544186294212,0.3586248228232228
204,markzhai,0.004748136555346296,0.0003136248102786467,0.38139897211768037
205,hlship,0.0003183108305260086,1.6664319016431447e-06,0.3446324584738868
206,dviramontes,0.0008223029788588556,3.754527975868435e-05,0.37052070843079826
207,killme2008,0.0023873312289450646,9.307320673703967e-05,0.32129646990642097
208,egisatoshi,0.0009018806864903578,2.0883963289124977e-05,0.3458116239818008
209,ptaoussanis,0.0014589246399108729,0.00017569219854754204,0.3501769508717501
210,pdokas,0.00018568131780683837,4.337495720965416e-06,0.3238634411188619
211,ericf,0.0032096342078039206,0.00020577444202298122,0.3849900941565736
212,reid,0.0008488288814026897,7.62179777875718e-05,0.35549331900006603
213,splorp,0.00018568131780683837,8.016967035037489e-08,0.2740888304021288
214,tilomitra,0.0006100957585081832,1.0653580531108978e-05,0.3241558396890773
215,caridy,0.0014058728348232048,3.9553026337335096e-05,0.35765516194524033
216,maxfierke,0.0003183108305260086,3.106046273326084e-05,0.34732817394508936
217,hacklock,0.0003183108305260086,6.1650322852211565e-06,0.33587248979882756
218,creadone,0.0025730125467519033,0.00028933040832917665,0.38811732366960766
219,BrianMitchL,5.3051805087668106e-05,2.307138354054717e-09,0.2721261775002707
220,ca057,0.0002652590254383405,3.3912737973707596e-06,0.3157000016748455
221,jonnydubowsky,0.0038462558688559375,0.0006815149802309191,0.37281816473659746
222,ShawnGregg,0.00013262951271917026,8.636608899524778e-07,0.34462300716688604
223,davidfurlong,0.0017241836653492135,0.00015986958605306435,0.37376811881580774
224,marcellcsiszar,0.0006631475635958513,0.0001561708629029477,0.3365140857642732
225,kevinoliveira,0.0012467174195602004,0.00010357400570359204,0.32524933568002207
226,philsturgeon,0.011220456776041804,0.0028091793994296684,0.37784014031571034
227,davidthewatson,0.00047746624578901296,8.199153356444797e-06,0.3337671536077911
228,sosedoff,0.0018302872755245497,0.00011331262480465487,0.3732500346527792
229,artisonian,0.00013262951271917026,2.0074319110122408e-07,0.29938374549324187
230,canercandan,0.0012997692246478685,8.623025883172589e-05,0.33863303601103056
231,cloudhead,0.008276081593676224,0.000835331156449597,0.37367920226790635
232,matthewmccullough,0.0028647974747340777,0.00035344762561641133,0.38944040990465173
233,nategood,0.0006100957585081832,1.701340383362841e-05,0.3554899668074834
234,isaacs,0.033528740815406244,0.007115313283244864,0.40698917185762556
235,ded,0.0061805352927133345,0.0004938230057773092,0.371510224193151
236,chovy,0.003368789623066925,0.000626225290912279,0.3862048476652939
237,cheeaun,0.0048807660680654655,0.0008889392117906979,0.40567966597796146
238,jtauber,0.0024403830340327328,0.00017821181244691642,0.3853088173669525
239,rmm5t,0.001061036101753362,7.938691418291157e-05,0.35390146821373586
240,fridex,0.00023873312289450648,2.250117075529939e-06,0.3085453786533315
241,maccman,0.010955197750603465,0.0014099226143006937,0.40317630073258115
242,seanbradley,0.0001591554152630043,1.7164054232882524e-06,0.3054504500854798
243,jatinchauhann,0.00013262951271917026,3.1457532766580924e-06,0.34647268583192414
244,SamyPesse,0.0069497864664845215,0.0011532966466264124,0.38273096446700505
245,jasonrhodes,0.0007161993686835194,4.777982352933603e-06,0.32120886798561765
246,philfreo,0.00042441444070134485,2.3267766735351685e-05,0.30374983885522755
247,Micanss,0.00018568131780683837,2.8128329022578416e-06,0.3483680786574998
248,answershuto,0.006578423830870845,0.00068235086550313,0.38427587050477047
249,changkun,0.0014058728348232048,0.00017020740841262167,0.3153355861884368
250,summerblue,0.004562455237539457,0.0011062876615166907,0.394658877966563
251,sorrycc,0.01957611607734953,0.00411019367223978,0.4101729953215102
252,Bharathkumarraju,0.010026791161569272,0.0037690797504856904,0.41932039374895724
253,ericlbarnes,0.005543913631661317,0.0008807059457279977,0.3618814494840413
254,hepin1989,0.0018568131780683837,7.857474202943654e-05,0.32096820883069116
255,FutureWL,0.001007984296665694,0.0001095014870293957,0.37817368362976117
256,airt,0.000503992148332847,2.942662106102134e-05,0.37991534818099365
257,dubin555,7.957770763150216e-05,1.7691919185966746e-08,0.24677126904018484
258,doofin,0.00021220722035067242,4.014213090906715e-07,0.2876819999389518
259,lionrock,0.0009018806864903578,5.0611915909334176e-05,0.35951059487707654
260,chenglou,0.014695350009284066,0.001725595552572145,0.3762901004132314
261,NickSeagull,0.00037136263561367674,1.0820352304210037e-05,0.31345045771632396
262,syhily,0.0009814583941218599,1.279469733452172e-05,0.31007567034051653
263,clasnake,0.0003183108305260086,1.9926088107638734e-05,0.35052859626774774
264,bitemyapp,0.002891323377277912,0.0002470350288435276,0.36601681586050216
265,ice1000,0.004827714262977798,0.0010989262334708124,0.38342775195532997
266,archessay,0.0002652590254383405,4.67359899450331e-06,0.352001419247612
267,Sailfishc,0.0019098649831560518,0.00014081736168739775,0.38301871456728914
268,deanwampler,0.001087562004297196,0.00015160530703929579,0.34775750419718465
269,lovepoem,0.0006366216610520172,2.5161499380100903e-06,0.3124295564542863
270,syrusakbary,0.002069020398419056,0.00020121532345993947,0.3581682580399981
271,kimmking,0.0008488288814026897,3.4963724304591914e-05,0.35413750669309463
272,codjust,0.0003183108305260086,1.0220431892409144e-06,0.31039735208391656
273,kk580kk,5.3051805087668106e-05,3.737556426087403e-07,0.31060450017713986
274,TimMoore,0.0004509403432451789,1.96678502533439e-05,0.3416931025106499
275,Hawstein,0.001936390885699886,0.0002428422401731735,0.3584032095526021
276,hmemcpy,0.0007161993686835194,6.192230154490487e-05,0.33550482801584125
277,oldratlee,0.007692511737711875,0.0014468928654277698,0.39454735740450025
278,gmethvin,0.0003978885381575108,8.35275861132256e-06,0.34855489191738015
279,stanzhai,0.0018568131780683837,0.00017485325490891336,0.3850648090456881
280,easepan,0.0007427252712273535,1.2384435063100111e-05,0.3243343227083064
281,beiwei30,0.0005570439534205151,1.683025634323357e-05,0.35248852278146064
282,kalasoo,0.0039258335764874395,0.00031241645185012235,0.3858964910125701
283,orrsella,0.001007984296665694,0.00011956020523683947,0.3722034634599056
284,guangwong,0.0015650282500862091,0.00010596992913614443,0.3599259124889012
285,macalinao,0.0017241836653492135,0.00020653161182751623,0.3867833545368736
286,aigor,5.3051805087668106e-05,0.0,0.3069826147143846
287,iodone,0.0003978885381575108,3.894614917119592e-05,0.3495697488965543
288,Grogs,7.957770763150216e-05,9.82266993165454e-09,0.28522466767040167
289,liufengyun,0.000530518050876681,2.2486998667150425e-05,0.31319525791524394
290,eed3si9n,0.0013793469322793707,0.0001532536075984557,0.3538449986390216
291,gregwhitaker,0.0003978885381575108,8.004630631504673e-06,0.3197025076535588
292,jvican,0.00037136263561367674,5.622006065544736e-05,0.3721740675656998
293,se77en,0.001538502347542375,9.360500624039306e-05,0.3787359728347683
294,Centaur,0.0001591554152630043,6.61486959546783e-08,0.2825651903430597
295,eonezhang,0.001485450542454707,0.0001277822518263796,0.3730284379885615
296,bsideup,0.0006631475635958513,9.18949636461928e-05,0.35137477863733807
297,1156721874,0.0008488288814026897,7.970936394394938e-05,0.3546739171339329
298,alexhultman,0.0016180800551738772,0.0001159195113258285,0.3521625408687529
299,shankarshastri,0.0005570439534205151,6.36442685091318e-05,0.3554028319852179
300,jastice,0.0003183108305260086,1.6471249387466677e-05,0.34455056436503223
301,alexellis,0.004350248017188784,0.0008865156170284125,0.3855570782793675
302,flyfy1,0.0004509403432451789,2.9238779754805948e-05,0.35070468393878784
303,donaldjohn,0.0031035305976285844,0.0002034736487010027,0.3666861200272347
304,gmg0829,0.002175124008594392,0.0001413548862687731,0.3397285703986735
305,cjuexuan,0.0003448367330698427,3.573697975211627e-06,0.2903518973497947
306,erip,0.00013262951271917026,5.688315228453569e-07,0.3113124189699167
307,li-yazhou,0.0008488288814026897,0.0002119955039938201,0.3647454937740066
308,fomkin,0.00047746624578901296,6.566672005462014e-06,0.31175264211170467
309,ronenhamias,0.041592615188731794,0.02761166781185574,0.44225332285348945
310,MasseGuillaume,0.00047746624578901296,1.1333621764645508e-06,0.29448662667166603
311,KangZhiDong,0.0015915541526300432,8.461128806152482e-05,0.3578554681196427
312,jbgi,0.00018568131780683837,1.1245382055177681e-06,0.34400036499680625
313,OlingCat,0.0017772354704368816,0.00011353226161147857,0.3804022078040019
314,mariusae,0.001511976444998541,0.00013165822025595924,0.361520536253704
315,bruce,0.0011406138093848642,4.028744584611946e-05,0.35860776591899246
316,puffnfresh,0.0032892119154354226,0.0002888820683686246,0.3803715026586353
317,duqicauc,0.00029178492798217457,2.146760586416838e-06,0.34296449268110735
318,luohoufu,0.002042494495875222,0.0001598832401744191,0.3835955147642402
319,ksfzhaohui,0.00023873312289450648,1.966803958721641e-07,0.2973763922632758
320,Angus-Liu,0.00047746624578901296,9.181706980417635e-06,0.3272141790785682
321,stornado,5.3051805087668106e-05,4.410522913399886e-08,0.28766224351979736
322,softliumin,0.000503992148332847,3.6250245218788157e-06,0.31905854075509704
323,ashphy,2.6525902543834053e-05,0.0,0.21094007911861637
324,luisalcarasr,7.957770763150216e-05,5.308601333820855e-05,0.2673289793718666
325,soberanes,5.3051805087668106e-05,0.0,0.3490712790977611
326,rajatpatel2113,0.0001591554152630043,4.146620351455932e-07,0.33186031567179286
327,mxstbr,0.016260378259370274,0.002563898377673795,0.3905984499979278
328,kamranahmedse,0.02082283349690973,0.0074625875833261215,0.41547549511224746
329,ehlxr,0.00018568131780683837,5.123180138046838e-06,0.3422732266235712
330,caichangqi,0.0002652590254383405,2.5725294002566462e-05,0.3427057197920076
331,YaKaiLi,0.0003978885381575108,4.1837328000738425e-06,0.30126181704851485
332,dyc87112,0.006498846123239343,0.001217660069729488,0.36347596367072255
333,binbinmax,0.0003978885381575108,8.298002048723173e-06,0.31915848289874704
334,chuhemiao,0.0009814583941218599,7.9106945499415e-05,0.31949117350441114
335,mritd,0.0009018806864903578,9.49718017685678e-05,0.3044833741206497
336,city292,5.3051805087668106e-05,1.9293697198088793e-08,0.27603148453230825
337,ilearnProgramme,0.0008488288814026897,0.0003102888337395236,0.36044899559227067
338,QigenLin,0.0003448367330698427,8.864447252073984e-05,0.3465395681469293
339,riverphoenix,5.3051805087668106e-05,0.0,0.2763977887590363
340,r9y9,0.002466908936576567,0.0009250134044079034,0.38142598419620183
341,danilosoba,0.00021220722035067242,3.019216491846233e-06,0.28529589828969276
342,AnqiYang,0.00010610361017533621,4.035944139387609e-07,0.266269723552429
343,DerekDick,0.0009814583941218599,0.00024654424041425265,0.35867259078843466
344,XudongLiuHarold,0.00023873312289450648,4.605795463752336e-05,0.3449604245779384
345,samuelzhouhe,0.00013262951271917026,3.230893095711519e-06,0.27329800421919515
346,BockSong,0.00013262951271917026,1.2023152158835536e-06,0.27882225903792673
347,hoch,0.0013528210297355367,2.9059176786114994e-05,0.33474813308589135
348,kedmenecr,0.0003448367330698427,5.083181721939457e-06,0.3309775069796843
349,SuperVeggy,0.002519960741664235,0.00013403907063925082,0.3479051310446659
350,phi-line,0.00023873312289450648,4.123577707854388e-05,0.34453796872572406
351,pioug,0.0003448367330698427,3.6739394005900443e-06,0.3281084091977232
352,joeross,0.0014323987373670388,0.00017759753582157972,0.3911739680826779
353,kcomain,0.00013262951271917026,5.2274335856489004e-08,0.2991651721237323
354,plrthink,0.0041115148942942785,0.00031137062645139054,0.40414879931389364
355,luocooldong,0.00042441444070134485,2.175718167103162e-05,0.3632168182518884
356,spencersalazar,0.00029178492798217457,4.1043994283737745e-06,0.3460211106011932
357,SuriyaaKudoIsc,0.03997453513355792,0.01889030771025222,0.4429860637822848
358,shidephen,0.0005570439534205151,0.00014019712533301873,0.34758436289876454
359,Amin52J,0.001485450542454707,2.8494694034984213e-05,0.37110793916424667
360,iqbaladinur,0.0001591554152630043,1.6003029149147933e-07,0.3012666320373996
361,ZachMoreno,0.00021220722035067242,1.8725143759140242e-06,0.37931901877528024
362,erikfloresq,0.0011936656144725323,8.377779327977288e-05,0.3721740675656998
363,everythingwillbetakenaway,0.00023873312289450648,5.31365234354066e-07,0.29423150467895137
364,kasungihan,0.00029178492798217457,6.651964283971064e-06,0.3279942229723851
365,eibay,0.0016180800551738772,0.00010831324583212343,0.37341270627389606
366,shahedbd,0.0013528210297355367,0.00020306304124877327,0.37388674005752254
367,hfpp2012,0.007798615347887211,0.0016944633829528344,0.40971829761335476
368,ajsb85,0.02400594180216982,0.00903916738810717,0.4317338524965644
369,mathiasjakobsen,0.00013262951271917026,1.2081031661818094e-06,0.3050056229318533
370,lnx1337,0.0016446059577177113,0.00018061317179650753,0.38012220698556104
371,kolier,0.0006631475635958513,6.231683753818196e-05,0.3356780966458012
372,lirunkai,0.00023873312289450648,1.0605190205376109e-05,0.3489904927654296
373,lisongx,0.0012997692246478685,0.00011776795097241042,0.3697357839194994
374,MonkeyOliver,0.00021220722035067242,4.214697490730059e-06,0.29773572686563626
